"ID"	"PCA p-val"	"PCA q-val"
"1"	1	0.138479400416249	0.538307734931044
"2"	2	0.0200915147878498	0.146447890128138
"3"	3	0.171150480340195	0.60488539434217
"4"	4	1.45249884369707e-34	3.06772577361746e-32
"5"	5	0.00573660060501846	0.0566646556948262
"6"	6	0.258015202798977	0.754248439149319
"7"	7	NA	NA
"8"	8	0.129715029637524	0.517592262262429
"9"	9	0.173486079529486	0.609583242331314
"10"	10	0.715624354428414	0.99999388560441
"11"	11	0.0118650260959008	0.099200037496937
"12"	12	0.765235325604565	0.99999388560441
"13"	13	0.470806119736025	0.977077394943163
"14"	14	0.69886618597935	0.99999388560441
"15"	15	0.765235325604565	0.99999388560441
"16"	16	0.765235325604565	0.99999388560441
"17"	17	0.69886618597935	0.99999388560441
"18"	18	0.699060006480106	0.99999388560441
"19"	19	0.490686059468209	0.992374642045433
"20"	20	0.606203074018466	0.99999388560441
"21"	21	NA	NA
"22"	22	0.608070039589503	0.99999388560441
"23"	23	0.427963873463441	0.944560691765213
"24"	24	0.236999124820737	0.72204797111244
"25"	25	0.373184070860064	0.891538049668411
"26"	26	0.331969096521339	0.846130546466508
"27"	27	0.148386940486915	0.559777846258886
"28"	28	0.0773944778888055	0.374295641253651
"29"	29	0.261193682323328	0.758789933808425
"30"	30	0.409877740843016	0.927042780190314
"31"	31	NA	NA
"32"	32	0.448784202358899	0.961533181232486
"33"	33	0.804218090186032	0.99999388560441
"34"	34	0.980829184712612	0.99999388560441
"35"	35	0.86478461329625	0.99999388560441
"36"	36	0.0956389370074981	0.429613045606911
"37"	37	0.332932353783999	0.847632676843983
"38"	38	0.00464461297408388	0.0479924483111794
"39"	39	0.0032879234208717	0.0364370350799847
"40"	40	0.00720767569351298	0.0674816914902252
"41"	41	0.828029261275008	0.99999388560441
"42"	42	0.000267594332461451	0.00444534971354042
"43"	43	2.86572017912871e-05	0.000637801299158947
"44"	44	0.0162055526817517	0.12520683538269
"45"	45	0.0235519023860343	0.164737093781661
"46"	46	0.0532126134330592	0.291552424514824
"47"	47	0.108182038317013	0.46268375461805
"48"	48	0.622833811887238	0.99999388560441
"49"	49	0.259093328948504	0.756021495488706
"50"	50	0.704966841117651	0.99999388560441
"51"	51	0.404140260076422	0.923222593176161
"52"	52	0.404140260076422	0.923222593176161
"53"	53	0.404140260076422	0.923222593176161
"54"	54	0.404140260076422	0.923222593176161
"55"	55	0.404140260076422	0.923222593176161
"56"	56	0.996996447898793	0.99999388560441
"57"	57	0.557807366413005	0.99999388560441
"58"	58	0.0332456305288874	0.210734474343163
"59"	59	0.487446819902676	0.990167313100609
"60"	60	0.196211644503442	0.650784173105466
"61"	61	0.938329895020439	0.99999388560441
"62"	62	0.347605731781196	0.864707543824068
"63"	63	0.0536489596944663	0.2932262279941
"64"	64	0.21786878043907	0.690244989957108
"65"	65	0.155635925872981	0.574756484577723
"66"	66	0.354424152752087	0.873025037508769
"67"	67	0.38206076103143	0.901237034780786
"68"	68	0.241819277667326	0.729837406364033
"69"	69	0.121498133874686	0.497406499977603
"70"	70	9.68004521167753e-07	3.20360403949536e-05
"71"	71	0.135192333134598	0.530333897071118
"72"	72	9.01949489738581e-14	7.1398489934205e-12
"73"	73	1.52664659340878e-09	7.98626018545808e-08
"74"	74	0.000434138192455523	0.00668814588256238
"75"	75	0.00116731371991822	0.0154770170210569
"76"	76	NA	NA
"77"	77	0.00741000297355451	0.0687683607119745
"78"	78	0.335604305788619	0.850075101499911
"79"	79	0.977129551525142	0.99999388560441
"80"	80	0.494694679301795	0.9960426889423
"81"	81	0.723155788623791	0.99999388560441
"82"	82	0.0740028983869164	0.363480413769569
"83"	83	0.0740028983869164	0.363480413769569
"84"	84	0.0469457489631279	0.267945573247725
"85"	85	0.143780715389744	0.549308595161598
"86"	86	0.354005648423227	0.87249284759367
"87"	87	NA	NA
"88"	88	0.000225391092854695	0.00382286125501631
"89"	89	0.668033754511936	0.99999388560441
"90"	90	0.909667506247709	0.99999388560441
"91"	91	0.517745147551395	0.99999388560441
"92"	92	0.301481228689706	0.810775086622958
"93"	93	0.460986400034621	0.969646806876079
"94"	94	0.596710634059224	0.99999388560441
"95"	95	0.596710634059224	0.99999388560441
"96"	96	0.250545603607071	0.743211796934549
"97"	97	0.76329305623012	0.99999388560441
"98"	98	0.249167951299191	0.741198569407329
"99"	99	0.974403212329632	0.99999388560441
"100"	100	NA	NA
"101"	101	NA	NA
"102"	102	1.45249884369707e-34	3.06772577361746e-32
"103"	103	0.438334468660499	0.953152533310817
"104"	104	0.239995530000347	0.727202799971351
"105"	105	0.682937724456843	0.99999388560441
"106"	106	0.604915036859366	0.99999388560441
"107"	107	0.0356561718321045	0.221708656924322
"108"	108	0.00204316670514071	0.0247671315293313
"109"	109	9.29365649831677e-08	3.78740685159587e-06
"110"	110	0.252384419765485	0.745927706774077
"111"	111	0.000975748966526043	0.013357831213986
"112"	112	0.114062407835353	0.477641213963656
"113"	113	0.0161534924449399	0.124937359891724
"114"	114	0.0012562162990925	0.016492496678826
"115"	115	0.0499008467522147	0.279269169839222
"116"	116	0.061141354631899	0.320108511701672
"117"	117	0.261061454687761	0.758492382191166
"118"	118	0.000884474997496411	0.0122336351555889
"119"	119	0.469759825362236	0.976388382985741
"120"	120	0.747200553592737	0.99999388560441
"121"	121	0.37813547101327	0.896798782712489
"122"	122	0.0360320906836444	0.22336297841889
"123"	123	0.0360320906836444	0.22336297841889
"124"	124	0.0360320906836444	0.22336297841889
"125"	125	0.522156702107283	0.99999388560441
"126"	126	0.0172952112432853	0.131490104896673
"127"	127	0.24541591823582	0.73521379277926
"128"	128	0.122980184088093	0.501457291523186
"129"	129	NA	NA
"130"	130	0.886441902668043	0.99999388560441
"131"	131	NA	NA
"132"	132	NA	NA
"133"	133	0.42107165729451	0.936982921932787
"134"	134	0.581092970746646	0.99999388560441
"135"	135	0.322812903439791	0.836738760105229
"136"	136	0.693491264754663	0.99999388560441
"137"	137	0.718808720031155	0.99999388560441
"138"	138	NA	NA
"139"	139	0.000217572211498692	0.00370754120029575
"140"	140	NA	NA
"141"	141	0.0663534246608996	0.337907685958391
"142"	142	0.0280013243657006	0.186612931232692
"143"	143	0.945782542494164	0.99999388560441
"144"	144	0.145223660516074	0.552449140166421
"145"	145	0.145223660516074	0.552449140166421
"146"	146	0.145223660516074	0.552449140166421
"147"	147	0.375314628280313	0.893439087993074
"148"	148	0.49063163799939	0.992374642045433
"149"	149	0.652810356154349	0.99999388560441
"150"	150	0.00627152616058845	0.0606176072580203
"151"	151	0.00108935110625778	0.0146339327813462
"152"	152	0.0063239195965962	0.0609982011496582
"153"	153	0.00258840784820859	0.0300113802901634
"154"	154	0.00421108764104234	0.0443869043133267
"155"	155	1.17008350830006e-12	8.16971887139545e-11
"156"	156	2.5244739738287e-13	1.90929755227163e-11
"157"	157	1.06650716986006e-09	5.67243625348765e-08
"158"	158	0.0992545168672052	0.438965584198518
"159"	159	0.00119326586983229	0.0157636212754901
"160"	160	0.272575145360132	0.775088449728575
"161"	161	0.962670635668613	0.99999388560441
"162"	162	NA	NA
"163"	163	0.0311394458853047	0.200810565762322
"164"	164	NA	NA
"165"	165	NA	NA
"166"	166	0.253212664861691	0.747074231478093
"167"	167	0.0737962364448907	0.362881921224036
"168"	168	0.862588497038088	0.99999388560441
"169"	169	0.971369229581155	0.99999388560441
"170"	170	0.00175672309906583	0.0218945165872798
"171"	171	0.819879093791654	0.99999388560441
"172"	172	0.893745492804834	0.99999388560441
"173"	173	0.903870573935587	0.99999388560441
"174"	174	NA	NA
"175"	175	0.067236436202341	0.340734229659414
"176"	176	0.374780771145742	0.892780244320444
"177"	177	NA	NA
"178"	178	4.00921973134802e-27	5.62174336985164e-25
"179"	179	0.124130335763262	0.504530391307996
"180"	180	0.99830356036797	0.99999388560441
"181"	181	0.0252687245997207	0.173530239567488
"182"	182	8.95838445002658e-05	0.00171421717483591
"183"	183	0.646285888429031	0.99999388560441
"184"	184	2.83840958596253e-07	1.04692063714125e-05
"185"	185	0.264507330907433	0.76388216415253
"186"	186	0.996155923274104	0.99999388560441
"187"	187	0.997088816059182	0.99999388560441
"188"	188	0.279792330380875	0.784867986574073
"189"	189	0.320046503592431	0.833352109313216
"190"	190	0.968572251420363	0.99999388560441
"191"	191	0.72461282025985	0.99999388560441
"192"	192	0.665978741267365	0.99999388560441
"193"	193	0.0307591716749639	0.19941351410514
"194"	194	0.640703754421067	0.99999388560441
